iata,name,city,country,continent,timezone
ECN,Ercan International Airport,Nicosia (Lefkoşa),Northern Cyprus,Europe,UTC+03:00
ECO,El Encanto Airport,El Encanto,Colombia,South America,UTC−05:00
ECP,Northwest Florida Beaches International Airport,Panama City,United States,North America,UTC−06:00
ECR,El Charco Airport,El Charco,Colombia,South America,UTC−05:00
ECS,Mondell Field,Newcastle,United States,North America,UTC−07:00
EDA,Edna Bay Seaplane Base,Edna Bay,United States,North America,UTC−09:00
EDB,El Debba Airport,El Debba,Sudan,Africa,UTC+03:00
EDD,Erldunda Airport,Erldunda,Australia,Oceania,UTC+09:30
EDE,Northeastern Regional Airport,Edenton,United States,North America,UTC−05:00
EDF,Elmendorf Air Force Base,Anchorage,United States,North America,UTC−09:00
EDI,Edinburgh Airport,Edinburgh,United Kingdom,Europe,UTC±00:00
EDK,Captain Jack Thomas/El Dorado Airport,El Dorado,United States,North America,UTC−06:00
EDL,Eldoret International Airport,Eldoret,Kenya,Africa,UTC+03:00
EDM,La Roche-sur-Yon Aerodrome,La Roche-sur-Yon,France,Europe,UTC+01:00
EDO,Balıkesir Koca Seyit Airport,Edremit,Turkey,Asia,UTC+03:00
EDQ,Erandique Airport,Erandique,Honduras,North America,UTC−06:00
EDR,Edward River Airport,Pormpuraaw,Australia,Oceania,UTC+10:00
EDW,Edwards Air Force Base,Edwards,United States,North America,UTC−08:00
EEA,Planalto Serrano Regional Airport,Correia Pinto,Brazil,South America,UTC−03:00
EED,Needles Airport,Needles,United States,North America,UTC−08:00
EEK,Eek Airport,Eek,United States,North America,UTC−09:00
EEN,Dillant–Hopkins Airport,Keene,United States,North America,UTC−05:00
EFD,Ellington Field,Houston,United States,North America,UTC−06:00
EFG,Efogi Airport,Efogi,Papua New Guinea,Oceania,UTC+10:00
EFK,Newport State Airport,Newport,United States,North America,UTC−05:00
EFL,Cephalonia International Airport,Cephalonia,Greece,Europe,UTC+02:00
EFW,Jefferson Municipal Airport,Jefferson,United States,North America,UTC−06:00
EGA,Engati Airport,Engati,Papua New Guinea,Oceania,UTC+10:00
EGC,Bergerac Dordogne Périgord Airport,Bergerac,France,Europe,UTC+01:00
EGE,Eagle County Regional Airport,Eagle,United States,North America,UTC−07:00
EGI,Duke Field,Crestview,United States,North America,UTC−06:00
EGL,Neghelle Airport,Neghelle,Ethiopia,Africa,UTC+03:00
EGM,Seghe Airport,Seghe,Solomon Islands,Oceania,UTC+11:00
EGN,Geneina Airport,Geneina,Sudan,Africa,UTC+03:00
EGO,Belgorod International Airport,Belgorod,Russia,Asia,UTC+03:00
EGP,Maverick County Memorial International Airport,Eagle Pass,United States,North America,UTC−06:00
EGS,Egilsstaðir Airport,Egilsstaðir,Iceland,Europe,UTC±00:00
EGV,Eagle River Union Airport,Eagle River,United States,North America,UTC−06:00
EGX,Egegik Airport,Egegik,United States,North America,UTC−09:00
EHL,El Bolsón Airport,El Bolsón,Argentina,South America,UTC−03:00
EHM,Cape Newenham LRRS Airport,Cape Newenham,United States,North America,UTC−09:00
EIA,Popondetta Airport,Eia,Papua New Guinea,Oceania,UTC+10:00
EIB,Eisenach-Kindel Airport,Eisenach,Germany,Europe,UTC+01:00
EIE,Yeniseysk Airport,Yeniseysk,Russia,Asia,UTC+07:00
EIH,Einasleigh Airport,Einasleigh,Australia,Oceania,UTC+10:00
EIK,Yeysk Airport,Yeysk,Russia,Asia,UTC+03:00
EIL,Eielson Air Force Base,Fairbanks,United States,North America,UTC−09:00
EIN,Eindhoven Airport,Eindhoven,Netherlands,Europe,UTC+01:00
EIS,Terrance B. Lettsome International Airport,Tortola,Virgin Islands,North America,UTC−04:00
EIY,Ein Yahav Airfield,Ein Yahav,Israel,Asia,UTC+02:00
EJA,Yariguíes Airport,Barrancabermeja,Colombia,South America,UTC−05:00
EJH,Al Wajh Domestic Airport,Al Wajh,Saudi Arabia,Asia,UTC+03:00
EJN,Ejin Banner Taolai Airport,Ejin Banner,China,Asia,UTC+08:00
EJT,Enejit Airport,Enejit,Marshall Islands,Oceania,UTC+12:00
EKA,Murray Field,Eureka,United States,North America,UTC−08:00
EKB,Ekibastuz Airport,Ekibastuz,Kazakhstan,Asia,UTC+06:00
EKD,Elkedra Airport,Elkedra,Australia,Oceania,UTC+09:30
EKE,Ekereku Airport,Ekereku,Guyana,South America,UTC−04:00
EKI,Elkhart Municipal Airport,Elkhart,United States,North America,UTC−05:00
EKN,Elkins-Randolph County Airport,Elkins,United States,North America,UTC−05:00
EKO,Elko Regional Airport,Elko,United States,North America,UTC−08:00
EKS,Shakhtyorsk Airport,Shakhtyorsk,Russia,Asia,UTC+11:00
EKT,Eskilstuna Airport,Eskilstuna,Sweden,Europe,UTC+01:00
EKX,Elizabethtown Regional Airport,Elizabethtown,United States,North America,UTC−05:00
ELA,Eagle Lake Airport,Eagle Lake,United States,North America,UTC−06:00
ELB,Las Flores Airport,El Banco,Colombia,South America,UTC−05:00
ELC,Elcho Island Airport,Elcho Island,Australia,Oceania,UTC+09:30
ELD,South Arkansas Regional Airport at Goodwin Field,El Dorado,United States,North America,UTC−06:00
ELE,El Real Airport,El Real,Panama,North America,UTC−05:00
ELF,El Fasher Airport,El Fasher,Sudan,Africa,UTC+03:00
ELG,El Golea Airport,El Goléa,Algeria,Africa,UTC+01:00
ELH,North Eleuthera Airport,North Eleuthera,Bahamas,North America,UTC−05:00
ELI,Elim Airport,Elim,United States,North America,UTC−09:00
ELJ,El Recreo Airport,El Recreo,Colombia,South America,UTC−05:00
ELK,Elk City Regional Business Airport,Elk City,United States,North America,UTC−06:00
